gene1	gene2	time1_observed_logFC	time1_expected_logFC	time1_pval	time2_observed_logFC	time2_expected_logFC	time2_pval	time1_residual_logFC	time2_residual_logFC	time1_fdr	time2_fdr	time1_is_gi	time2_is_gi
APH1A	APH1B	-0.986252858466402	-1.37398097956676	0.412375778055245	-0.947141641780925	-1.54411885618192	0.0612792417000994	0.387728121100353	0.596977214400994	0.561255262714161	0.167302056705033	FALSE	FALSE
APH1B	APH1A	-0.520863500744636	0.187608289250239	0.0294964746728803	-0.597565653509248	0.112600835051986	0.040839912860907	-0.708471789994875	-0.710166488561234	0.0819942407068349	0.12713963822762	TRUE	FALSE
APLP2	APLP1	-0.223249579586756	-0.500630674834346	0.232811909318818	-0.438872808341553	-1.06358777680288	0.216856638760083	0.27738109524759	0.624714968461326	0.373803018929631	0.390058477037745	FALSE	FALSE
APLP1	APLP2	-0.062307983394126	-0.957855673337004	0.040839912860907	-0.328493665014069	-1.5455814320602	0.0112560077030628	0.895547689942878	1.21708776704613	0.104066148327052	0.053224283846785	FALSE	TRUE
ARAP3	ARAP2	-0.442413953057986	-0.0441660861986508	0.201679436339622	-0.509792605526334	-0.228034607548085	0.345310897182987	-0.398247866859335	-0.281757997978249	0.336376853822206	0.527356042756705	FALSE	FALSE
ARAP2	ARAP3	-0.279429586370892	0.0516931409258143	0.412375778055245	-0.471269773346845	-0.00353308231536332	0.304590816047085	-0.331122727296706	-0.467736691031482	0.561255262714161	0.484528280787039	FALSE	FALSE
ARF4	ARF5	-1.33846813899718	0.767595719740759	0.00140811946967693	-1.73924877883427	-0.278531433714419	0.0555296397209032	-2.10606385873794	-1.46071734511985	0.00884736251267329	0.154673652340006	TRUE	FALSE
ARF5	ARF4	0.0737973982233442	0.97118908942807	0.0814293446671917	-0.177280417904743	0.22006040238601	0.594883930583728	-0.897391691204726	-0.397340820290753	0.172902011460867	0.746180755226262	FALSE	FALSE
ARFGEF2	ARFGEF1	-0.690737466703628	1.08170500025962	0.00230645771025736	-0.745759052966607	0.692956122906991	0.0502223733334571	-1.77244246696325	-1.4387151758736	0.0128489304020815	0.143321980662134	TRUE	FALSE
ARFGEF1	ARFGEF2	-0.932354978830509	0.175121439023171	0.0263540443400591	-1.20232337133587	-0.341328472547508	0.115978749531323	-1.10747641785368	-0.860994898788366	0.0760234067335876	0.256570352660933	TRUE	FALSE
ARHGAP22	ARHGAP24	0.179234374837276	0.401342348729102	0.486364763954452	0.16079173548373	-0.158625271948585	0.743702065375981	-0.222107973891826	0.319417007432315	0.626623850890407	0.838111418474488	FALSE	FALSE
ARHGAP24	ARHGAP22	0.639484634742567	-0.3159656857959	0.00270187403718162	0.72307539883995	-0.669293175275139	0.000394049621216224	0.955450320538467	1.39236857411509	0.014029353491177	0.00553277835503596	TRUE	TRUE
ARHGAP33	ARHGAP31	-0.12313623592818	1.04969644801515	5.61896554302828e-05	-0.401329947886019	0.791841706805695	4.40440254588908e-05	-1.17283268394333	-1.19317165469171	0.00088870075715022	0.00147816046418131	TRUE	TRUE
